期別,開獎日,銷售金額,獎金總額,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號,頭獎注數,頭獎獎金,頭獎累至次期獎金,貳獎注數,參獎注數,肆獎注數,伍獎注數,陸獎注數,柒獎注數,普獎注數,貳獎獎金,參獎獎金,肆獎獎金,伍獎獎金,陸獎獎金,柒獎獎金,普獎獎金,貳獎累至次期獎金,參獎累至次期獎金,肆獎累至次期獎金
104000019,104/02/22,"260,782,600","207,098,169",6,3,12,37,34,43,28,1,"117,293,852",0,6,127,319,"5,293","7,172","67,609","89,386","734,604","34,705","9,211","1,526","1,000",400,400,0,0,0
104000018,104/02/21,"308,408,150","169,624,482",27,17,40,2,11,5,20,0,0,"63,667,739",3,119,298,"6,014","8,366","79,050","106,056","1,744,321","43,974","11,706","1,595","1,000",400,400,0,0,0
104000017,104/02/20,"559,593,750","614,407,269",10,45,29,5,9,28,41,3,"141,247,901",0,11,250,465,"11,679","13,415","134,238","200,594","875,065","38,502","13,800","1,511","1,000",400,400,0,0,0
104000016,104/02/19,"516,089,850","476,305,046",25,40,7,49,31,27,11,0,0,"306,630,707",4,137,444,"8,821","12,392","127,209","160,424","2,346,063","68,498","14,090","1,950","1,000",400,400,0,0,0
104000015,104/02/18,"487,544,550","357,069,741",15,27,6,16,3,31,14,0,0,"192,455,629",6,195,445,"9,418","12,301","121,183","163,865","1,418,293","43,639","12,748","1,656","1,000",400,400,0,0,0
104000014,104/02/17,"170,542,250","146,421,772",11,15,23,46,40,3,13,0,0,"88,920,239",1,61,140,"2,834","3,689","40,333","53,489","5,241,841","51,718","15,022","2,040","1,000",400,400,0,0,0
104000013,104/02/13,"122,228,700","92,370,288",25,1,29,9,15,35,38,0,0,"50,536,520",0,49,111,"2,581","3,153","30,329","42,894",0,"42,592","12,534","1,482","1,000",400,400,"2,087,015",0,0
104000012,104/02/10,"114,223,500","65,338,002",29,14,44,26,15,35,9,0,0,"25,144,503",1,32,103,"1,853","2,866","29,765","34,016","4,581,748","64,583","13,376","2,044","1,000",400,400,0,0,0
104000011,104/02/06,"133,167,200","249,232,969",11,42,5,29,46,36,48,1,"206,591,119",0,0,38,93,"2,162","2,878","29,984","41,131",0,"66,186","18,029","2,132","1,000",400,400,"2,515,077",0,0
104000010,104/02/03,"122,413,900","219,348,780",30,13,16,18,5,15,8,0,0,"175,991,009",1,32,135,"2,330","3,715","35,917","41,026","1,970,126","61,566","9,729","1,550","1,000",400,400,0,0,0
104000031,104/03/31,"104,815,600","79,772,905",2,32,43,13,25,4,15,0,0,"45,771,638",0,37,86,"1,837","2,387","24,023","33,147",0,"52,530","15,066","1,939","1,000",400,400,"1,943,614",0,0
104000030,104/03/27,"105,980,900","58,289,495",12,36,24,13,18,15,39,0,0,"22,124,325",1,62,126,"2,288","2,723","26,100","37,048","1,818,437","29,329","9,621","1,457","1,000",400,400,0,0,0
104000029,104/03/24,"198,896,200","532,967,873",9,4,6,17,3,24,28,1,"459,610,909",0,7,117,269,"4,923","6,315","57,951","76,333","423,122","25,315","7,340","1,103","1,000",400,400,0,0,0
104000028,104/03/20,"191,800,850","491,835,236",4,13,7,29,9,46,8,0,0,"423,574,963",3,72,210,"3,836","5,587","56,041","66,217","1,020,005","42,500","9,714","1,462","1,000",400,400,0,0,0
104000027,104/03/17,"188,401,800","448,652,001",36,42,49,5,32,40,1,0,0,"386,344,769",2,51,178,"3,176","4,560","47,116","59,051","1,697,825","66,581","12,717","1,960","1,000",400,400,0,0,0
104000026,104/03/13,"179,903,650","408,675,213",6,22,9,14,33,16,11,0,0,"345,031,011",1,76,215,"3,523","5,399","49,748","63,222","2,901,600","38,178","8,997","1,509","1,000",400,400,0,0,0
104000025,104/03/10,"166,029,250","363,415,942",11,25,46,47,3,34,42,0,0,"309,728,206",2,49,113,"2,942","3,630","36,926","53,425","1,546,370","63,117","18,246","1,927","1,000",400,400,0,0,0
104000024,104/03/06,"159,530,900","323,857,380",44,22,21,6,37,35,29,0,0,"272,099,855",1,44,141,"2,730","3,667","38,035","48,918","2,957,627","67,218","13,984","1,986","1,000",400,400,0,0,0
104000023,104/03/03,"160,980,800","290,455,547",43,46,41,6,11,4,21,0,0,"236,115,385",3,56,113,"2,613","3,526","36,589","48,339","2,041,363","54,688","18,068","2,148","1,000",400,400,0,0,0
104000039,104/04/28,"113,853,600","210,540,360",3,44,36,26,12,5,23,0,0,"167,393,766",2,42,130,"2,328","3,264","32,444","40,718","2,149,375","42,986","9,258","1,421","1,000",400,400,0,0,0
104000038,104/04/24,"129,514,500","186,325,268",13,25,41,46,35,31,49,0,0,"145,427,570",0,54,106,"2,196","2,655","27,141","40,416",0,"46,172","15,681","2,081","1,000",400,400,"2,493,310",0,0
104000037,104/04/21,"113,047,450","155,330,506",1,22,3,33,29,11,30,0,0,"115,092,293",1,67,145,"2,944","3,251","29,405","42,778","1,803,113","26,912","8,290","1,122","1,000",400,400,0,0,0
104000036,104/04/17,"110,597,800","129,254,165",47,45,26,36,33,32,39,0,0,"93,154,409",1,30,102,"1,836","2,777","26,840","33,601","2,032,523","67,750","13,284","2,029","1,000",400,400,0,0,0
104000035,104/04/14,"108,548,650","105,307,948",38,1,48,49,23,22,11,0,0,"68,425,375",1,75,101,"2,393","2,765","27,123","37,071","1,875,549","25,007","12,379","1,436","1,000",400,400,0,0,0
104000034,104/04/10,"104,984,000","85,084,057",44,17,10,11,42,20,13,0,0,"45,606,191",2,30,76,"1,833","2,269","23,484","33,084","3,842,108","65,690","17,286","1,971","1,000",400,400,0,0,0
104000033,104/04/07,"99,899,700","58,880,597",17,47,11,45,19,33,4,0,0,"21,629,341",0,33,99,"1,724","2,506","25,393","31,631",0,"53,871","11,971","1,890","1,000",400,400,"5,713,516",0,0
104000032,104/04/03,"99,212,500","132,272,683",36,13,43,32,42,40,41,1,"100,000,000",0,0,32,81,"1,529","2,212","20,321","27,560",0,"62,254","16,396","2,388","1,000",400,400,"3,935,762",0,0
104000048,104/05/29,"197,116,950","511,919,345",2,34,32,11,28,5,24,0,0,"445,158,474",0,67,165,"3,744","4,908","48,868","67,249",0,"51,098","13,832","1,676","1,000",400,400,"3,423,571",0,0
104000047,104/05/26,"168,554,400","464,170,448",10,26,45,11,2,20,30,0,0,"403,505,023",3,88,201,"3,863","5,422","46,620","61,863","877,794","29,924","8,734","1,249","1,000",400,400,0,0,0
104000046,104/05/22,"146,169,250","423,379,208",23,3,43,28,37,21,5,0,0,"371,465,528",1,34,143,"2,645","4,413","42,554","49,864","2,340,773","68,846","10,912","1,622","1,000",400,400,0,0,0
104000045,104/05/19,"152,802,300","396,055,202",46,16,15,42,29,39,14,0,0,"342,986,121",1,48,97,"2,347","3,188","34,748","44,790","7,767,886","61,297","20,221","2,298","1,000",400,400,0,0,0
104000044,104/05/15,"146,249,150","359,771,173",27,32,18,6,29,3,40,0,0,"307,188,334",0,57,149,"3,134","3,677","34,609","53,874",0,"43,544","11,105","1,451","1,000",400,400,"4,825,603",0,0
104000043,104/05/12,"136,995,100","323,824,122",1,23,29,31,13,33,17,0,0,"276,990,547",0,59,132,"2,728","3,551","35,122","46,719",0,"39,721","11,836","1,574","1,000",400,400,"2,343,594",0,0
104000042,104/05/08,"126,275,600","288,270,118",44,15,2,28,10,49,39,0,0,"248,476,817",1,33,101,"2,090","2,625","27,912","37,585","2,437,666","73,868","16,090","2,138","1,000",400,400,0,0,0
104000041,104/05/05,"116,785,200","254,266,747",44,41,28,42,49,8,30,0,0,"218,818,538",2,31,74,"1,707","2,267","24,713","31,625","1,182,889","76,315","21,313","2,540","1,000",400,400,0,0,0
104000040,104/05/01,"110,751,700","228,307,201",15,49,25,29,47,8,9,0,0,"190,034,887",1,36,93,"1,920","3,015","31,469","35,739","1,860,914","51,692","13,339","1,776","1,000",400,400,0,0,0
104000057,104/06/30,"92,409,000","133,287,531",18,35,19,48,46,32,47,0,0,"94,463,974",0,28,69,"1,492","1,943","20,390","26,890",0,"64,221","17,373","2,209","1,000",400,400,"11,674,867",0,0
104000056,104/06/26,"98,944,450","118,092,158",6,12,5,41,29,28,7,0,0,"72,585,911",0,42,129,"2,215","3,282","30,069","38,313",0,"33,978","7,375","1,181","1,000",400,400,"9,876,670",0,0
104000055,104/06/23,"96,565,950","93,475,767",45,2,13,35,33,43,5,0,0,"55,223,119",0,31,79,"1,649","2,174","23,594","29,989",0,"57,104","14,938","1,968","1,000",400,400,"8,449,592",0,0
104000054,104/06/19,"180,718,250","135,397,743",18,11,5,25,38,3,15,0,0,"33,685,147",0,83,197,"4,073","5,607","52,240","66,870",0,"83,357","19,369","6,246","2,000",400,400,"6,679,348",0,0
104000053,104/06/16,"131,255,600","236,367,946",35,41,4,25,3,45,7,1,"190,720,037",0,0,45,104,"2,206","3,626","34,630","40,410",0,"51,398","14,826","1,922","1,000",400,400,"3,910,706",0,0
104000052,104/06/12,"96,869,950","96,418,240",28,8,24,22,19,26,18,0,0,"62,579,574",0,47,92,"2,025","2,565","25,710","34,499",0,"33,995","11,578","1,446","1,000",400,400,"1,597,792",0,0
104000051,104/06/09,"96,829,200","84,464,281",37,3,20,27,44,34,12,0,0,"43,139,768",2,35,84,"1,476","2,521","26,627","28,322","5,392,632","49,295","13,693","2,143","1,000",400,400,0,0,0
104000050,104/06/05,"96,573,300","60,354,847",41,8,48,32,21,35,34,0,0,"22,148,283",0,16,79,"1,718","2,048","20,467","31,351",0,"113,775","15,362","1,942","1,000",400,400,"9,059,938",0,0
104000049,104/06/02,"209,943,200","564,050,805",7,1,20,19,46,47,13,1,"491,586,006",0,0,70,169,"3,550","4,887","50,741","66,715",0,"54,513","15,053","1,970","1,000",400,400,"7,239,532",0,0
104000066,104/07/31,"135,902,550","357,878,206",30,40,13,16,32,18,29,1,"312,162,640",0,1,37,89,"2,140","3,016","32,778","39,463","4,808,025","69,460","19,251","2,201","1,000",400,400,0,0,0
104000065,104/07/28,"121,792,650","320,650,954",49,32,6,27,15,44,16,0,0,"280,893,819",0,45,92,"2,287","2,705","27,576","39,877",0,"49,733","16,217","1,794","1,000",400,400,"2,237,985",0,0
104000064,104/07/24,"119,557,850","293,349,560",25,10,12,42,33,39,29,0,0,"253,664,997",1,42,100,"2,102","2,899","29,720","38,136","2,142,925","51,022","14,286","1,869","1,000",400,400,0,0,0
104000063,104/07/21,"114,050,650","267,656,687",16,44,40,9,8,39,28,0,0,"227,592,743",1,53,126,"2,469","3,301","31,540","39,411","1,862,787","35,146","9,856","1,383","1,000",400,400,0,0,0
104000062,104/07/17,"109,929,200","242,510,187",33,4,27,7,20,40,38,0,0,"204,928,830",1,48,107,"2,138","2,771","27,983","37,887","1,880,523","39,177","11,716","1,612","1,000",400,400,0,0,0
104000061,104/07/14,"103,961,200","216,377,722",45,30,10,12,14,19,41,0,0,"182,049,127",1,34,81,"1,970","2,298","23,338","35,610","1,878,087","55,237","15,457","1,747","1,000",400,400,0,0,0
104000060,104/07/10,"91,289,250","189,853,284",6,5,26,13,47,29,33,0,0,"159,199,062",1,33,84,"1,856","2,116","20,827","32,437","1,607,249","48,704","12,755","1,587","1,000",400,400,0,0,0
104000059,104/07/07,"96,455,500","183,492,919",46,33,1,27,14,42,41,0,0,"139,644,197",1,32,75,"1,702","1,951","20,003","29,929","15,388,309","58,362","16,600","2,011","1,000",400,400,0,0,0
104000058,104/07/03,"95,468,350","158,646,433",21,23,29,41,46,28,24,0,0,"116,921,688",0,31,86,"1,538","1,954","21,327","28,147",0,"59,543","14,308","2,200","1,000",400,400,"13,520,706",0,0
104000074,104/08/28,"85,272,950","129,633,487",15,11,46,40,8,12,16,0,0,"96,676,527",0,10,72,"1,611","2,178","22,156","30,185",0,"142,714","13,214","1,624","1,000",400,400,"4,847,558",0,0
104000073,104/08/25,"89,369,750","108,603,404",45,22,13,26,47,15,49,0,0,"79,312,950",0,18,63,"1,384","1,684","18,412","26,580",0,"98,241","18,712","2,342","1,000",400,400,"3,420,415",0,0
104000072,104/08/21,"93,314,500","89,020,862",20,10,15,21,36,27,45,0,0,"57,797,980",0,44,64,"1,975","2,141","20,587","33,532",0,"37,546","17,208","1,533","1,000",400,400,"1,652,062",0,0
104000071,104/08/18,"87,547,500","66,471,655",29,49,30,8,20,42,21,0,0,"37,697,887",1,32,74,"1,603","2,028","21,203","27,744","1,592,659","49,770","14,348","1,821","1,000",400,400,0,0,0
104000070,104/08/14,"88,325,850","50,120,770",13,23,42,5,24,14,35,0,0,"18,320,530",4,28,88,"1,892","2,139","21,217","32,142","761,837","53,778","11,407","1,459","1,000",400,400,0,0,0
104000069,104/08/11,"88,240,300","129,776,593",45,43,46,2,35,1,14,1,"100,000,000",0,0,38,81,"1,813","2,434","22,117","28,897",0,"40,567","12,687","1,558","1,000",400,400,"1,541,553",0,0
104000068,104/08/07,"91,110,050","69,485,139",25,36,28,27,37,26,38,0,0,"36,990,525",7,55,134,"2,075","2,503","21,340","32,311","434,330","28,524","7,805","1,386","1,000",400,400,0,0,0
104000067,104/08/04,"87,468,050","48,107,427",48,12,3,19,17,38,43,0,0,"17,903,123",0,35,71,"1,790","2,285","21,342","31,902",0,"42,042","13,816","1,507","1,000",400,400,"1,471,489",0,0
104000083,104/09/29,"103,286,350","146,899,155",1,35,3,25,44,31,15,1,"100,000,000",0,0,32,97,"1,572","2,510","25,995","31,501",0,"108,685","22,906","7,190","2,000",400,400,"1,877,945",0,0
104000082,104/09/25,"183,553,350","508,311,909",13,38,25,21,9,39,2,3,"138,115,453",0,2,88,186,"3,944","4,684","45,882","65,161","1,655,594","85,354","21,151","6,446","2,000",400,400,0,0,0
104000081,104/09/22,"146,848,300","421,956,920",47,46,6,10,39,44,30,0,0,"376,493,567",4,58,105,"2,179","2,898","32,053","41,717","725,408","50,028","18,423","2,441","1,000",400,400,0,0,0
104000080,104/09/18,"119,009,400","284,107,050",16,6,17,41,37,36,28,0,0,"241,190,355",1,42,120,"2,099","3,128","31,879","38,639","4,416,301","48,742","11,373","1,788","1,000",400,400,0,0,0
104000079,104/09/15,"124,085,200","255,705,544",44,13,30,34,31,2,39,0,0,"216,282,777",0,34,93,"1,912","2,719","28,950","36,157",0,"69,679","16,982","2,271","1,000",400,400,"2,369,103",0,0
104000078,104/09/11,"117,633,700","227,734,095",41,10,5,29,18,44,30,0,0,"187,458,684",1,32,120,"2,228","3,085","30,831","39,562","2,007,380","62,730","11,152","1,651","1,000",400,400,0,0,0
104000077,104/09/08,"108,396,300","201,475,667",8,31,43,28,36,32,9,0,0,"163,035,560",2,66,104,"2,509","2,846","29,535","39,868","870,322","26,373","11,157","1,271","1,000",400,400,0,0,0
104000076,104/09/04,"104,898,300","173,998,800",20,49,46,19,44,47,9,0,0,"141,857,702",1,28,83,"1,732","2,196","23,252","27,983","2,100,243","75,008","16,869","2,223","1,000",400,400,0,0,0
104000075,104/09/01,"91,256,650","151,715,242",20,48,40,18,19,9,3,0,0,"116,304,735",2,30,67,"1,528","2,282","23,676","28,877","3,230,417","53,775","16,052","1,935","1,000",400,400,0,0,0
104000092,104/10/30,"95,108,000","173,835,652",15,8,20,3,6,30,40,0,0,"138,317,529",1,66,131,"2,594","2,603","22,782","38,550","3,095,867","22,885","7,686","1,067","1,000",400,400,0,0,0
104000091,104/10/27,"91,902,900","151,197,734",7,17,34,8,10,36,43,0,0,"119,940,801",0,27,82,"1,938","2,166","20,333","34,558",0,"58,720","12,889","1,499","1,000",400,400,"1,585,451",0,0
104000090,104/10/23,"89,506,300","128,634,659",1,41,16,43,47,46,25,0,0,"100,651,139",2,26,71,"1,528","1,889","19,718","25,874","873,079","67,159","16,395","2,095","1,000",400,400,0,0,0
104000089,104/10/20,"89,829,200","115,240,195",32,12,37,17,39,38,27,0,0,"79,406,194",2,43,93,"1,600","2,710","24,038","29,099","3,263,267","35,499","10,942","1,749","1,000",400,400,0,0,0
104000088,104/10/16,"93,647,500","93,090,480",31,20,29,44,25,40,21,0,0,"60,834,075",0,18,60,"1,431","1,831","20,011","27,437",0,"102,319","20,463","2,359","1,000",400,400,"5,000,060",0,0
104000087,104/10/13,"89,254,000","68,143,018",24,29,32,44,49,31,39,0,0,"38,426,050",0,33,74,"1,661","1,863","20,310","26,456",0,"51,855","15,416","1,888","1,000",400,400,"3,158,305",0,0
104000086,104/10/09,"83,547,500","45,951,125",35,2,8,27,22,43,24,0,0,"17,606,231",0,32,77,"1,522","2,033","21,218","28,282",0,"45,221","12,528","1,743","1,000",400,400,"1,447,087",0,0
104000085,104/10/06,"90,126,650","131,867,408",8,10,28,3,38,47,13,1,"100,000,000",0,1,32,96,"1,964","2,518","23,829","33,176","1,454,979","45,468","10,104","1,358","1,000",400,400,0,0,0
104000084,104/10/02,"93,075,000","53,069,195",44,11,45,36,41,15,35,0,0,"20,979,652",1,45,81,"1,621","2,188","21,204","29,456","3,602,300","38,319","14,192","1,950","1,000",400,400,0,0,0
104000100,104/11/27,"83,245,550","47,307,836",4,41,5,23,40,25,11,0,0,"16,844,057",0,23,78,"1,456","2,269","23,421","27,684",0,"60,193","11,832","1,743","1,000",400,400,"2,907,227",0,0
104000099,104/11/24,"85,258,450","128,364,932",48,1,9,29,28,13,45,2,"50,000,000",0,0,29,75,"1,504","1,946","19,449","29,467",0,"52,509","13,535","1,856","1,000",400,400,"1,522,784",0,0
104000098,104/11/20,"83,921,900","65,965,362",40,9,4,10,39,42,8,0,0,"35,615,039",1,51,109,"1,993","2,404","24,827","30,423","1,299,182","25,474","7,946","1,195","1,000",400,400,0,0,0
104000097,104/11/17,"87,144,150","47,929,282",2,44,7,47,31,26,36,0,0,"19,808,317",1,31,72,"1,377","1,939","20,580","26,559","1,628,080","52,518","15,074","2,167","1,000",400,400,0,0,0
104000096,104/11/13,"109,382,100","264,421,744",33,18,16,11,31,1,19,1,"225,781,061",0,1,39,99,"2,019","2,656","27,259","37,126","3,563,150","48,846","12,828","1,729","1,000",400,400,0,0,0
104000095,104/11/10,"103,774,350","239,505,285",7,27,45,11,10,28,21,0,0,"202,603,448",0,57,126,"2,345","3,015","26,894","39,169",0,"29,090","8,773","1,296","1,000",400,400,"1,658,141",0,0
104000094,104/11/06,"104,016,400","217,106,024",30,45,27,49,8,24,42,0,0,"182,429,393",1,21,80,"1,766","2,154","23,568","31,291","3,625,632","94,604","16,555","2,062","1,000",400,400,0,0,0
104000093,104/11/03,"93,696,350","189,850,521",28,45,8,16,48,22,13,0,0,"158,258,057",0,29,75,"1,642","2,296","24,135","30,668",0,"56,515","14,568","1,829","1,000",400,400,"1,638,947",0,0
104000109,104/12/29,"85,596,250","66,355,026",8,30,32,42,13,1,11,0,0,"33,631,426",0,27,92,"1,519","2,484","24,730","27,820",0,"52,386","10,249","1,707","1,000",400,400,"4,269,073",0,0
104000108,104/12/25,"87,512,200","49,636,557",12,7,3,16,30,11,13,0,0,"16,422,452",0,49,89,"2,476","2,462","22,087","35,846",0,"27,546","10,110",999,"1,000",400,400,"2,854,637",0,0
104000107,104/12/22,"87,254,900","129,681,215",29,49,37,12,13,8,43,1,"100,000,000",0,0,30,92,"1,735","2,131","19,489","32,457",0,"50,161","10,904","1,590","1,000",400,400,"1,504,847",0,0
104000106,104/12/18,"85,470,150","83,806,164",25,18,15,6,5,11,31,0,0,"53,241,256",4,63,104,"2,165","2,331","21,607","33,773","337,883","21,452","8,663","1,144","1,000",400,400,0,0,0
104000105,104/12/15,"86,216,800","66,190,465",22,18,31,23,11,4,19,0,0,"36,797,582",1,32,91,"1,749","2,104","21,266","30,288","1,481,618","46,300","10,854","1,553","1,000",400,400,0,0,0
104000104,104/12/11,"88,603,650","48,732,007",42,25,1,43,4,29,11,0,0,"18,771,225",2,18,88,"1,365","2,410","25,332","26,188","771,420","85,713","11,688","2,072","1,000",400,400,0,0,0
104000103,104/12/08,"87,234,000","137,126,991",15,8,40,43,36,32,3,1,"100,000,000",0,1,31,113,"2,012","2,664","24,631","30,305","7,587,128","45,174","8,262","1,276","1,000",400,400,0,0,0
104000102,104/12/04,"88,086,600","88,238,083",16,21,34,47,37,41,29,0,0,"56,744,445",0,25,45,"1,368","1,780","19,012","24,427",0,"70,300","26,037","2,355","1,000",400,400,"6,186,710",0,0
104000101,104/12/01,"84,806,250","66,394,721",41,37,13,6,19,15,22,0,0,"35,361,264",0,31,82,"1,594","2,067","21,159","26,867",0,"49,095","12,373","1,750","1,000",400,400,"4,429,189",0,0
105000009,105/01/29,"93,319,250","171,812,844",16,38,35,45,48,44,27,0,0,"140,795,849",0,31,77,"1,405","2,068","20,987","26,880",0,"58,278","15,641","2,357","1,000",400,400,"3,478,929",0,0
105000008,105/01/26,"91,071,600","148,558,248",17,46,35,11,13,39,2,0,0,"118,814,975",0,21,65,"1,434","2,256","22,232","27,673",0,"79,632","17,151","2,137","1,000",400,400,"1,672,282",0,0
105000007,105/01/22,"89,654,950","126,549,652",46,20,10,17,15,43,37,0,0,"98,468,868",1,25,58,"1,356","1,822","20,223","25,794","1,744,885","69,795","20,056","2,359","1,000",400,400,0,0,0
105000006,105/01/19,"91,701,500","109,656,257",14,9,46,4,23,44,41,0,0,"77,239,430",1,40,77,"1,977","2,111","21,489","32,788","3,006,081","39,921","13,825","1,480","1,000",400,400,0,0,0
105000005,105/01/15,"89,039,900","89,637,376",27,11,42,6,16,17,35,0,0,"57,811,192",0,46,127,"2,040","2,555","24,037","33,287",0,"30,635","7,397","1,266","1,000",400,400,"1,409,240",0,0
105000004,105/01/12,"91,661,100","70,018,679",18,15,5,44,40,39,37,0,0,"40,665,431",1,30,67,"1,562","1,995","20,820","28,102","1,730,988","57,699","17,223","2,031","1,000",400,400,0,0,0
105000003,105/01/08,"91,812,850","51,924,170",13,28,44,3,48,10,1,0,0,"19,605,074",1,28,66,"1,676","2,230","23,314","30,213","3,038,479","57,549","16,276","1,762","1,000",400,400,0,0,0
105000002,105/01/05,"89,421,200","131,818,567",7,33,15,25,3,1,21,1,"100,000,000",0,0,36,100,"2,021","2,385","23,183","34,346",0,"39,641","9,514","1,294","1,000",400,400,"1,427,103",0,0
105000001,105/01/01,"88,202,800","86,412,039",16,41,29,19,24,43,32,0,0,"54,574,352",1,44,61,"1,390","1,861","18,602","26,302","5,990,409","39,121","18,812","2,270","1,000",400,400,0,0,0
105000023,105/02/26,"96,345,750","101,725,999",3,46,21,9,17,41,27,0,0,"68,578,669",1,37,82,"1,958","2,453","25,163","33,225","1,630,917","44,078","13,259","1,527","1,000",400,400,0,0,0
105000022,105/02/23,"104,476,300","84,904,081",20,14,19,43,45,10,22,0,0,"48,735,837",1,28,94,"1,774","2,525","25,801","31,480","4,005,684","68,624","13,627","1,985","1,000",400,400,0,0,0
105000021,105/02/19,"111,042,650","61,073,457",23,20,44,30,11,39,49,0,0,"25,357,905",0,30,83,"1,878","2,331","24,357","35,657",0,"69,473","16,740","2,034","1,000",400,400,"2,084,211",0,0
105000020,105/02/16,"148,062,400","181,434,320",23,33,11,34,40,29,6,1,"132,025,917",0,2,43,115,"2,731","3,550","37,316","47,717","1,316,133","61,215","15,259","1,767","1,000",400,400,0,0,0
105000019,105/02/14,"232,629,200","234,513,809",21,3,26,16,20,1,22,1,"155,977,112",0,1,116,196,"4,501","5,762","56,846","79,404","4,061,043","35,008","13,813","1,654","1,000",400,400,0,0,0
105000018,105/02/13,"226,612,550","185,532,564",6,18,29,35,4,48,20,0,0,"106,567,749",1,86,197,"4,024","5,328","54,037","71,985","8,758,993","48,069","13,989","1,883","1,000",400,400,0,0,0
105000017,105/02/12,"268,127,850","147,470,317",32,22,6,10,11,45,4,0,0,"56,270,675",0,112,245,"5,051","6,998","68,580","89,893",0,"41,294","12,584","1,678","1,000",400,400,"4,624,987",0,0
105000016,105/02/11,"245,501,750","197,112,428",3,34,13,48,29,30,28,1,"110,178,481",0,2,87,222,"4,340","6,161","62,609","78,706","4,527,882","49,888","13,034","1,833","1,000",400,400,0,0,0
105000015,105/02/10,"259,934,300","142,963,865",19,32,22,47,18,44,9,0,0,"57,371,039",0,78,194,"4,487","6,215","62,880","82,516",0,"60,454","16,204","1,926","1,000",400,400,"4,715,427",0,0
105000014,105/02/09,"307,177,450","225,999,514",31,25,9,24,45,37,12,1,"122,101,338",0,1,97,290,"5,713","8,086","79,954","99,428","5,346,527","55,118","12,290","1,715","1,000",400,400,0,0,0
105000013,105/02/08,"291,630,750","160,396,912",27,12,8,32,13,16,24,0,0,"57,051,917",4,135,346,"6,315","8,866","77,716","105,728","1,172,299","34,734","9,035","1,361","1,000",400,400,0,0,0
105000012,105/02/07,"280,857,400","346,119,645",21,11,4,37,35,25,43,1,"252,910,675",0,1,105,231,"5,267","6,649","66,260","93,493","5,035,282","47,955","14,531","1,752","1,000",400,400,0,0,0
105000011,105/02/05,"124,071,700","233,041,151",41,5,30,4,26,38,28,0,0,"191,648,075",2,40,87,"2,195","2,966","32,301","38,943","1,103,275","55,163","16,908","1,842","1,000",400,400,0,0,0
105000010,105/02/02,"106,065,000","202,610,528",48,15,21,26,43,23,34,0,0,"164,801,716",1,23,98,"1,684","2,479","25,863","31,567","5,452,014","85,786","13,422","2,148","1,000",400,400,0,0,0
105000032,105/03/29,"91,748,600","68,269,050",47,18,46,1,34,17,25,0,0,"39,437,314",0,24,68,"1,415","2,026","20,883","26,131",0,"74,075","17,429","2,303","1,000",400,400,"1,777,807",0,0
105000031,105/03/25,"80,849,800","44,467,390",37,41,7,11,40,22,20,0,0,"17,807,320",1,26,54,"1,319","1,973","19,731","25,521","1,463,615","56,292","18,069","2,034","1,000",400,400,0,0,0
